UNOFFICIAL ELECTION RESULTS<br/>PROJECTED OUTSTANDING BALLOTS: 4,500<br/>NEXT UPDATE 04/11/2025 BY 6PM
SanDiego
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","13.85%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","13.85%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","72","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","54","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","48","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","7","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","6","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","15.22%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","15.22%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","76","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","67","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","63","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","11","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","17.19%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","17.19%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","60","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","50","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","39","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","2","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","15.26%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","15.26%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","47","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","43","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","32","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","4","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","10.25%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","10.25%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","67","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","47","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","44","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","13","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","18.84%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","18.84%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","94","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","72","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","61","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","12","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","7","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","18.49%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","18.49%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","59","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","57","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","45","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","17","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","13.40%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","13.40%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","69","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","49","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","48","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","7","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","15.01%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","15.01%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","68","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","66","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","56","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","7","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","14.93%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","14.93%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","48","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","31","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","17","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","7","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","11.27%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","11.27%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","50","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","46","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","33","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","4","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","9.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","9.09%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","20","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","18","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","9","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","8","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","10.02%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","10.02%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","74","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","71","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","37","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","15","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","6","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","14.48%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","14.48%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","25","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","20","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","6","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","6","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","6","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","8.47%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","8.47%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","114","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","52","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","48","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","11","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","4","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","16.81%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","16.81%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","66","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","58","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","21","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","16","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","11.22%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","11.22%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","93","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","41","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","39","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","8","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","16.26%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","16.26%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","63","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","44","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","38","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","10","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","4","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","12.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","12.74%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","83","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","49","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","31","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","20","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","16.78%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","16.78%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","47","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","34","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","9","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","5","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","9.14%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","9.14%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","101","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","50","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","50","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","11","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","11","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","4","14.30%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","14.30%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","105","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","53","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","40","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","9","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","13.04%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","13.04%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","56","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","56","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","47","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","15","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","17.84%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","17.84%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","47","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","36","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","30","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","3","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","16.20%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","16.20%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","38","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","30","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","23","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","9","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","10.08%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","10.08%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","64","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","38","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","36","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","21","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","4","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","11.76%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","11.76%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","57","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","33","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","29","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","19","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","13.66%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","0","13.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","62","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","49","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","42","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","5","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","14.22%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","14.22%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","252","31.33%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","222","31.33%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","18","31.33%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","16","31.33%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","31.33%"
"0099-441600-IMPERIAL BEACH","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","31.33%"
