UNOFFICIAL ELECTION RESULTS<br/>CLICK ON ELECTION RESULTS EXPLAINED TO LEARN MORE<br/>NEXT UPDATE 04/14/2025 BY 6PM
SanDiego
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"0069-390220-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","17.47%"
"0069-390220-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","17.47%"
"0069-390220-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","17.47%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","66","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","43","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","38","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","18","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","14.90%"
"0070-390230-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","14.90%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","73","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","58","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","51","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","9","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","7","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","16.08%"
"0071-390300-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","16.08%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","89","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","70","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","66","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","12","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","18.75%"
"0072-390400-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","18.75%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","63","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","58","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","40","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","2","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","16.54%"
"0073-390500-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","16.54%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","53","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","45","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","36","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","4","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","11.17%"
"0074-390502-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","11.17%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","70","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","52","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","51","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","13","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","20.42%"
"0075-390600-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","20.42%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","105","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","76","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","67","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","13","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","7","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","20.10%"
"0076-390610-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","20.10%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","63","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","61","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","47","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","17","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","14.18%"
"0077-390710-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","14.18%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","76","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","56","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","55","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","7","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","16.76%"
"0078-390730-OTAY","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","16.76%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","74","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","72","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","58","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","10","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","16.19%"
"0079-395000-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","16.19%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","55","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","35","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","23","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","7","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","13.09%"
"0080-395020-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","13.09%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","52","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","51","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","34","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","5","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","9.68%"
"0081-395030-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","9.68%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","23","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","18","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","9","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","8","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","10.88%"
"0082-395040-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","10.88%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","79","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","72","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","39","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","17","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","6","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","15.25%"
"0083-395060-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","15.25%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","27","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","21","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","8","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","6","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","6","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","9.24%"
"0084-395080-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","9.24%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","119","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","53","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","52","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","11","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","4","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","17.53%"
"0085-395090-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","17.53%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","73","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","67","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","24","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","17","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","12.63%"
"0086-395100-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","12.63%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","99","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","46","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","43","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","8","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","2","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","1","17.57%"
"0087-395110-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","0","17.57%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","69","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","47","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","41","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","11","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","4","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","13.74%"
"0088-395120-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","13.74%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","90","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","55","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","34","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","22","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","18.54%"
"0089-395140-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","18.54%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","51","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","34","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","11","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","8","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","2","10.02%"
"0090-395150-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","10.02%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","108","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","55","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","53","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","12","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","11","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","4","15.29%"
"0091-395170-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","15.29%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","109","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","60","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","43","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","9","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","3","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","13.90%"
"0092-395180-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","13.90%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","60","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","57","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","48","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","16","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","5","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","18.71%"
"0093-395190-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","18.71%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","51","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","43","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","32","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","3","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","3","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","17.93%"
"0094-395200-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","17.93%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","38","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","34","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","25","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","10","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","5","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","10.74%"
"0095-395260-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","10.74%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","71","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","44","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","36","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","24","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","4","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","4","12.89%"
"0096-395290-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","0","12.89%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","66","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","36","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","30","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","21","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","3","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LINCOLN PICKARD","1","15.09%"
"0097-395300-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","0","15.09%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","VIVIAN MORENO","63","14.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","PALOMA AGUIRRE","49","14.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","JOHN MC CANN","46","14.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","CAROLINA CHAVEZ","5","14.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","LOUIS A. FUENTES","2","14.66%"
"0098-395400-SAN YSIDRO","MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","ELIZABETH EFIRD","1","14.66%"
